Identificacao;Data_remocao;Situacao;Descricao;Cidade;Distrito;Regiao;Fonte;Mapeamento_anterior;Justificativa;Observacao;Tipologia;Propriedade;Proprietario;Familias_ameacadas;Familias_removidas;Movimento;Zoneamento;Inicio_ocupacao;Endereco;Latitude;Longitude;Links;;;;;;;;;;;;;
RUA TREZE DE MAIO;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;BELA VISTA;CENTRO;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PRIVADA;;6;;;ZEIS-5;;Rua Treze de Maio, 145, Se, Sao Paulo, SP, Brasil;-23.56246;-46.64562890000001;;;;;;;;;;;;;;
RUA TUIUTI;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;TATUAPE;LESTE 1;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PRIVADA;;50;;;ZEU;2007;Rua Tuiuti, 1269, Mooca, Sao Paulo, SP, Brasil;-23.5365288;-46.57545920000001;;;;;;;;;;;;;;
RUA VINTE E UM DE ABRIL 553;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;BRAS;LESTE 1;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PUBLICA;CDHU;60;;;ZEIS-3;2006;Ruia 21 de Abril, 553, Mooca, Sao Paulo, SP, Brasil;-23.5433203;-46.6097719;;;;;;;;;;;;;;
RUA VITORIA;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;REPUBLICA;CENTRO;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PRIVADA;;20;;UAMP;ZEIS-3;2015;Rua Vitoria, 18, Se, Sao Paulo, SP, Brasil;-23.5372122;-46.6380613;;;;;;;;;;;;;;
RUA XIMBURETINGA;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;PERUS;NORTE 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PUBLICA;;1;;;ZEIS-1;1989;Rua Ximburetinga, Perus, Sao Paulo, SP, Brasil;-23.39829559999999;-46.75149459999999;;;;;;;;;;;;;;
SABESP I;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;SACOMA;SUL 1;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PUBLICA;;350;;;ZM;2017;Rua Joao Lanhoso, 241, Ipiranga, Sao Paulo, SP, Brasil;-23.6178924;-46.58361099999999;;;;;;;;;;;;;;
SACOMA E;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;SACOMA;SUL 1;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PUBLICA;CDHU;400;;;ZEIS-1;2017;Rua Farid Miguel Haddad, 188, Ipiranga, Sao Paulo, SP, Brasil;-23.6511795;-46.60336690000001;;;;;;;;;;;;;;
SANTA CRISTINA I, II E III;;AMEACA DE REMOCAO;Projeto de urbanizacao em processo de licitacao - Complexo Santa Cristina;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;NAO;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;;;68;;;;;Av. Sao Bernardo do Campo / R. Alfredo Angelini;-23.70149;-46.51654;;;;;;;;;;;;;;
SANTA RITA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;CIDADE ADEMAR;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;25;;;ZEIS-1;1975;Rua Duarte Galvao;-23.6769273930227;-46.6578558042721;;;;;;;;;;;;;;
SANTO DIAS II;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JARDIM SAO LUIS;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;64;;;ZEIS-1;2013;Rua Alfred Massel;-23.664632867232;-46.7609386081985;;;;;;;;;;;;;;
SAO FAUSTINO;;AMEACA DE REMOCAO;Terreno ocupado desde 1967 por 40 familias corre risco de remocao. Se localiza na regiao de atuacao da Operacao Urbana Consorciada Bairros do Tamanduatei.;SAO PAULO;VILA PRUDENTE;LESTE 1;Dados oficiais – Habisp;SIM;PARCERIAS PUBLICO PRIVADAS;OUC Bairros do Tamanduatei;TERRENO VAZIO;PUBLICA;PREFEITURA;40;;;;;R. Ibitirama, 2321 - Vila Prudente, Sao Paulo - SP, Brazil;-23.599487302812100;-46.575820763997200;;;;;;;;;;;;;;
SAO GERALDO JARDEL FILHO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;BRASILANDIA;NORTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;61;;;ZEIS-1;1966;Rua Ibiraiaras / Rua Firminopolis / Rua Piapara;-23.4499928663223;-46.6871992443173;;;;;;;;;;;;;;
SAO JOAO 104;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;SE;CENTRO;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PRIVADA;;5;;;ZC;2009;Avenida Sao Joao, 14, Se, Sao Paulo, SP, Brasil;-23.544856;-46.6356157;;;;;;;;;;;;;;
SAO JOAO 114;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;SE;CENTRO;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PRIVADA;;5;;;ZC;2009;Avenida Sao Joao, 114, Se, Sao Paulo, SP, Brasil;-23.5450579;-46.6349695;;;;;;;;;;;;;;
SAO JOAO 1492;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;SANTA CECILIA;CENTRO;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PUBLICA;COHAB;21;;;ZEIS-3;;Avenida Sao Joao, 1492, Se, Sao Paulo, SP, Brasil;-23.5382599;-46.6471979;;;;;;;;;;;;;;
SAO JOAO 588;;AMEACA DE REMOCAO;As familias vivem no predio ha oito anos e, apesar de ter um processo de negociacao pelo predio, a ordem de reintegracao de posse foi expedida.;SAO PAULO;REPUBLICA;CENTRO;Denuncia via parceiros do Observatorio de Remocoes;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PRIVADA;;81;;FLM;;;Av. Sao Joao, 588 – Republica;-23.54264;-46.63968;"<p style=""font-size: 13px; font-weight: normal; margin: 5px; color: #4A4A4A;"">     <a href=""https://observasp.wordpress.com/2017/03/23/ocupacao-sao-joao-588-a-historia-se-repete/"" target=""_blank""style=""font-weight: bold; color: #1CAAD9;"">Clique aqui para ler mais</a>";;;;;;;;;;;;;
SAO JOSE BARROCA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;ARTUR ALVIM;LESTE 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;147;;;ZEIS-1 | ZM | ZC;1947;Avenida do Abranio / Rua Senador Fernandez Tavora;-23.5478474633779;-46.4878634900614;;;;;;;;;;;;;;
SAO MARCOS;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1975 corre ameaca de remocao de suas 135 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;IGUATEMI;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;135;;;;;;-23.60682366134977;-46.409423045438416;;;;;;;;;;;;;;
SAO MIGUEL PAULISTA A (AGUA DE HAIA);;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;ITAQUERA;LESTE 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PUBLICA;CDHU;80;;;ZEIS-1;;Rua Linha do Horizonte, Itaquera, Sao Paulo, SP, Brasil;-23.5243454;-46.4723036;;;;;;;;;;;;;;
"SAO MIGUEL PAULISTA D3
(CHUVA DA MONTANHA)";;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;ITAIM PAULISTA;LESTE 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;EDIFICACAO;PUBLICA;CDHU;37;;;ZEIS-1;2014;Rua Chuva na Montanha, Itaim Paulista, Sao Paulo, SP, Brasil;-23.5096401;-46.375643;;;;;;;;;;;;;;
SAO NICOLAU;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;SAO LUCAS;LESTE 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;7;;;ZEIS-1 | ZM;1995;Rua Arroio Sao Nicolau;-23.6120421634801;-46.5358901104908;;;;;;;;;;;;;;
SAO PEDRO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;SACOMA;SUL 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;120;;;ZEIS-1;1970;Rua Giuseppe Arcimboldo 513;-23.6524646001106;-46.5967398357434;;;;;;;;;;;;;;
SAO REMO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;BUTANTA;OESTE;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;80;;;ZEIS-1 | ZEIS-2 | ZM | ZOE | ZC;1967;Avenida Sao Remo;-23.5622490917736;-46.7444612781185;;;;;;;;;;;;;;
SAO SEBASTIAO;;AMEACA DE REMOCAO;Area demarcada como consolidavel com remocao pela SEHAB-SA - sem projeto.;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;SIM;AREA DE RISCO;;TERRENO VAZIO;;;134;;;;;R. Sao Sebastiao, 158 - Vila Linda, Santo Andre - SP, Brazil;-23.686328650675100;-46.519011464804000;;;;;;;;;;;;;;
SAQUAREMA;;AMEACA DE REMOCAO;Area demarcada como consolidavel com remocao pela SEHAB-SA - sem projeto de intervencao;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;NAO;AREA DE RISCO;;TERRENO VAZIO;;;15;;;;;R. Saquarema / R. Caxambu / Av. Itamarati;-23.64777729999999;-46.5005877;;;;;;;;;;;;;;
SARAPUI;;AMEACA DE REMOCAO;Area demarcada como consolidavel com remocao pela SEHAB-SA ja com intervencoes pontuais.;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;SIM;AREA DE PROTECAO AMBIENTAL;;TERRENO VAZIO;;;257;;;;;Tv. Sabino, 51 - Parque Joao Ramalho, Santo Andre - SP, Brazil;-23.64590666837840;-46.50427400555720;;;;;;;;;;;;;;
SATURNINO PEREIRA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;IGUATEMI;LESTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;162;;;ZMISa | ZEPAM | ZPDS;1995;Estrada Saturnino Pereira;-23.6072709781479;-46.4034991550319;;;;;;;;;;;;;;
SENSITIVAS;;AMEACA DE REMOCAO;Area demarcada como consolidavel com remocao pela SEHAB-SA - sem projeto de intervencao;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;SIM;AREA DE RISCO;;TERRENO VAZIO;;;6;;;;;Tv. das Sensitivas, 64 - Vila Marina, Santo Andre - SP, 9176-6, Brazil;-23.678851799548100;-46.52016048556670;;;;;;;;;;;;;;
SERRA DA RORAIMA;;AMEACA DE REMOCAO;A comunidade esta ameacada por estar localizada na faixa de dominio da Rodovia dos Imigrantes;DIADEMA;;ABC;Dados oficiais – Prefeitura de Diadema;SIM;FAIXA DE DOMINIO DE RODOVIA;;TERRENO VAZIO;PUBLICA;GOVERNO DO ESTADO;;;CMP;;;Rua Serra Roraima, 272 - Campanario, Diadema - State of Sao Paulo, Brazil;-23.6751429;-46.624885199999900;;;;;;;;;;;;;;
SERRA DO ACARAI;;AMEACA DE REMOCAO;A comunidade esta ameacada por estar localizada na faixa de dominio da Rodovia dos Imigrantes;DIADEMA;;ABC;Dados oficiais – Prefeitura de Diadema;SIM;FAIXA DE DOMINIO DE RODOVIA;;TERRENO VAZIO;PUBLICA;GOVERNO DO ESTADO;;;CMP;;;Rua Serra da Canastra, 27 - Vila do Encontro, Diadema - State of Sao Paulo, Brazil;-23.6748694;-46.629653700000000;;;;;;;;;;;;;;
SERRA DO BATURITE;;AMEACA DE REMOCAO;A comunidade esta ameacada por estar localizada na faixa de dominio da Rodovia dos Imigrantes;DIADEMA;;ABC;Dados oficiais – Prefeitura de Diadema;SIM;FAIXA DE DOMINIO DE RODOVIA;;TERRENO VAZIO;PUBLICA;GOVERNO DO ESTADO;;;CMP;;;R. Serra de Baturite, 124-134 - Campanario, Diadema - SP, 993-73, Brazil;-23.67380939035420;-46.62817857765730;;;;;;;;;;;;;;
SEVILHA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;SAO LUCAS;LESTE 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;119;;;ZEIS-1 | ZPI-1 | ZEIS-2;1976;Rua Barbeiro de Sevilha 1;-23.6104043458597;-46.540489581276;;;;;;;;;;;;;;
SIMBOLO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;VILA ANDRADE;SUL 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;100;;;ZM;2012;Rua do Simbolo;-23.6275103324825;-46.7277929873228;;;;;;;;;;;;;;
SITIO PEDRO VELHO;;AMEACA DE REMOCAO;Terreno corre ameaca de remocao de suas 900 familias. A ocupacao se localiza em area de intervencao do projeto Rodoanel Norte.;SAO PAULO;JARAGUA;NORTE 2;Dados oficiais – Habisp;SIM;OBRAS PUBLICAS;;TERRENO VAZIO;PUBLICA;GOVERNO DO ESTADO;100;;;;;Av. Fernando Mendes de Almeida, 1564 - Parque Taipas, Sao Paulo - SP, Brazil;-23.425271183419100;-46.713372948479400;;;;;;;;;;;;;;
SONDA;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;JACANA;NORTE 1;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PUBLICA;;11;;;ZEIS-1;;Rua Lamarao, Jacana / Tremembe, Sao Paulo, SP, Brasil;-23.470578;-46.56508410000001;;;;;;;;;;;;;;
SOUZA DANTAS;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JABAQUARA;SUL 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;;;182;;;ZEIS-1 | ZC;1973;Rua Jorge Duprat Figueiredo / Rua Celina de Barros Silveira;-23.6458552256991;-46.6606418218715;;;;;;;;;;;;;;
TAIOCA/CAIUBI;;AMEACA DE REMOCAO;Area demarcada como consolidavel com remocao pela SEHAB-SA - sem projeto de intervencao;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;SIM;AREA DE RISCO;;TERRENO VAZIO;;;66;;;;;R. Jose Fernando de Medina Braga, 2-46 - Jardim Las Vegas, Santo Andre - SP, 9185-55, Brazil;-23.68888238938450;-46.5368262192963;;;;;;;;;;;;;;
TANQUE ITAPOLIS;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;SAPOPEMBA;LESTE 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;98;;;ZEIS-1;1991;Rua Sao Jose do Divino;-23.5972657886422;-46.4989609323104;;;;;;;;;;;;;;
TANQUINHO;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JABAQUARA;SUL 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;644;;;ZEIS-1;1974;Rua Cabo Alfredo Clemente / Rua Manoel Teixeira Gomes;-23.6716071042363;-46.6380735843865;;;;;;;;;;;;;;
TAQUARITIBA;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;JABAQUARA;SUL 1;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;209;;;ZEIS-3 | ZM;1970;Rua Francisco Emydio da Fonseca Telles / Rua Atos Damasceno;-23.6462029602026;-46.6556228403958;;;;;;;;;;;;;;
TEODORO SAMPAIO;;AMEACA DE REMOCAO;Processo de reintegracao de posse em andamento. Sem data marcada.;SAO PAULO;PINHEIROS;OESTE;Denuncia via parceiros do Observatorio de Remocoes;SIM;REINTEGRACAO DE POSSE;;EDIFICACAO;PRIVADA;;80;;FLM;;;Av. Teodoro Sampaio, 2621;-23.5669379;-46.6928815;;;;;;;;;;;;;;
TEOTONIO VILELA;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;CIDADE DUTRA;SUL 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;AREA DE PROTECAO AMBIENTAL;;TERRENO VAZIO;PRIVADA;;700;;MTST;ZCa/ZMa;2018;Avenida Senador Teotonio Vilela, 64, Socorro, Sao Paulo, SP, Brasil;-23.7533388;-46.71144460000001;;;;;;;;;;;;;;
TERRA PROMETIDA;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;ARICANDUVA;LESTE 1;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;AREA DE PROTECAO AMBIENTAL;;TERRENO VAZIO;PRIVADA;;350;;;ZEIS-2;;Rua Rufino Fernandes Inivarri, Aricanduva, Sao Paulo, SP, Brasil;-23.5875422;-46.50633909999999;;;;;;;;;;;;;;
TIJUCO PRETO II;;AMEACA DE REMOCAO;Favela listada no banco de dados do Habitasampa e classificada como area de risco nivel 3 e/ou 4.;SAO PAULO;ITAIM PAULISTA;LESTE 2;Dados oficiais – Habitasampa;NAO;AREA DE RISCO;Deslizamento / Solapamento;TERRENO VAZIO;PUBLICA;PREFEITURA;780;;;ZEIS-1 | ZM | ZC;1967;Avenida Corrego Do Tijuco Preto;-23.4975730518437;-46.3817808161014;;;;;;;;;;;;;;
TIMBO;;AMEACA DE REMOCAO;Area demarcada como consolidavel com remocao pela SEHAB-SA - sem projeto de intervencao;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;NAO;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;;;58;;;;;R. Timbo;-23.647581;-46.4997436;;;;;;;;;;;;;;
TIRO AO POMBO;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;BRASILANDIA;NORTE 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PUBLICA;;80;;;;;Avenida Jose da Natividade Saldanha, 28, Freguesia do O/Brasilandia , Sao Paulo, SP, Brasil;-23.4712552;-46.6850039;;;;;;;;;;;;;;
TITAN;;AMEACA DE REMOCAO;Tem projeto (Complexo Cassaquera de urbanizacao) mas a verba foi cortada;SANTO ANDRE;;ABC;Dados oficiais – Secretaria de Habitacao Santo Andre;NAO;AREA DE RISCO;;TERRENO VAZIO;;;26;;;;;R. Titan / R. Alberto Zirlis;-23.692643;-46.4984449;;;;;;;;;;;;;;
TRAVESSA ESPERANCA;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1950 corre ameaca de remocao de suas 170 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;SAO MATEUS;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;;;170;;;;;;-23.608103943855173;-46.47549779203075;;;;;;;;;;;;;;
TRAVESSA JEAN PERRIN;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;CACHOEIRINHA;NORTE 2;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;REINTEGRACAO DE POSSE;;TERRENO VAZIO;PUBLICA;COHAB;120;;;;2016;Travessa Jean Perrin, Casa Verde/Cachoeirinha, Sao Paulo, SP, Brasil;-23.4805463;-46.66864529999999;;;;;;;;;;;;;;
TRES ESTRELAS;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1960 corre ameaca de remocao de suas 220 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;CAPAO REDONDO;SUL 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;220;;;;;;-23.6721867;-46.7665313;;;;;;;;;;;;;;
TRIBO;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 2005 corre ameaca de remocao de suas 250 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;BRASILANDIA;NORTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;250;;;;;;-23.4508511;-46.69445059999998;;;;;;;;;;;;;;
UBAI;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1970 corre ameaca de remocao de suas 68 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;ITAIM PAULISTA;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;68;;;;;;-23.5170121;-46.398105699999974;;;;;;;;;;;;;;
UIRAPURU;;AMEACA DE REMOCAO;Ameaca de remocao acompanhada pelo Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao de Sao Paulo.;SAO PAULO;RAPOSO TAVARES;OESTE;Dados oficiais - Nucleo de Mediacao de Conflitos da Secretaria Municipal de Habitacao - Sao Paulo;NAO;AREA DE PROTECAO AMBIENTAL;;TERRENO VAZIO;PUBLICA;COHAB;500;;;ZEIS-1;1996;Avenida Joaquim de Santana, Butanta, Sao Paulo, SP, Brasil;-23.5992278;-46.7871723;;;;;;;;;;;;;;
VALE DAS VIRTUDES I;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1970 corre ameaca de remocao de suas 525 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;CAMPO LIMPO;SUL 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;525;;;;;;-23.651267270743894;-46.77103007301639;;;;;;;;;;;;;;
VALE ENCANTADO;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1970 corre ameaca de remocao de suas 70 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;LAJEADO;LESTE 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;70;;;;;;-23.5250201515336;-46.39053690000003;;;;;;;;;;;;;;
VAZ DE LIMA / SANTO DIAS / JARDIM LIDIA;;AMEACA DE REMOCAO;Terreno ocupado por comunidade desde 1960 corre ameaca de remocao de suas 1000 familias. A ocupacao se localiza em perimetro do projeto Renova SP.;SAO PAULO;CAPAO REDONDO;SUL 2;Dados oficiais – Habisp;SIM;URBANIZACAO DE FAVELAS;;TERRENO VAZIO;PUBLICA;PREFEITURA;1000;;;;;;-23.66952423397386;-46.762183411045044;;;;;;;;;;;;;;
